proposal_id,investigator_id,investigator_name,career_stage,college_code,college_name,sponsor_id,sponsor_name,sponsor_type,proposal_type,submission_date,submission_month,fiscal_year,requested_amount,proposal_status,award_id,awarded_amount,decision_date,days_to_decision,award_start_date,award_end_date
LP-2023-02158,R0147,Grace Williams,Early Career,SOC,College of Social Innovation,S021,Vertex Mobility Systems,Industry,Research Project,2023-06-19,2023-06,FY23,317700,Not Funded,,0,2023-11-15,149,,
LP-2026-02159,R0035,Daniel Walker,Established,SOC,College of Social Innovation,S003,Social Innovation Research Council,Federal,Research Project,2026-04-03,2026-04,FY26,40300,Not Funded,,0,2026-05-27,54,,
LP-2025-02160,R0140,Noah Johnson,Early Career,HUM,College of Humanities,S002,Natural Sciences Research Council,Federal,Research Project,2025-09-18,2025-09,FY26,44400,Awarded,AW2-2025-02160,42700,2026-03-05,168,2026-04-22,2029-04-21
LP-2026-02161,R0104,Gabriel Dubois,Early Career,ARC,College of Architecture and Design,S003,Social Innovation Research Council,Federal,Internal Seed,2026-04-06,2026-04,FY26,88900,Under Review,,0,,,,
LP-2026-02162,R0089,Rafael Reyes,Established,LAW,School of Law and Public Policy,S022,Helix Medical Devices,Industry,Research Project,2026-08-02,2026-08,FY27,230600,Under Review,,0,,,,
LP-2023-02163,R0058,Lucas Haddad,Early Career,ENG,College of Engineering,S011,Community Wellbeing Trust,Foundation,Research Project,2023-06-24,2023-06,FY23,112700,Active,AW2-2023-02163,83600,2023-12-09,168,2023-12-27,2024-12-26
LP-2025-02164,R0019,Jia Zhou,Early Career,SOC,College of Social Innovation,S023,Internal Strategic Research Fund,Internal,Research Project,2025-10-27,2025-10,FY26,83500,Active,AW2-2025-02164,67200,2026-04-15,170,2026-06-19,2027-06-19
LP-2026-02165,R0074,Gabriel Dubois,Established,ENG,College of Engineering,S023,Internal Strategic Research Fund,Internal,Equipment,2026-01-07,2026-01,FY26,105400,Not Funded,,0,2026-04-17,100,,
LP-2025-02166,R0086,Camille Mensah,Established,SCI,College of Science,S015,Civic Data Collaborative,Nonprofit,Equipment,2025-05-09,2025-05,FY25,147100,Not Funded,,0,2025-09-26,140,,
LP-2023-02167,R0124,Yara Lee,Established,HUM,College of Humanities,S012,Future Cities Foundation,Foundation,Research Project,2023-04-20,2023-04,FY23,419000,Not Funded,,0,2023-09-16,149,,
LP-2024-02168,R0045,Leila Martin,Early Career,BUS,School of Business,S009,Massachusetts Innovation Fund,Provincial/State,Research Project,2024-01-01,2024-01,FY24,141500,Active,AW2-2024-02168,122100,2024-04-21,111,2024-06-30,2026-06-30
LP-2025-02169,R0047,Zain Gupta,Senior,HSC,College of Health Sciences,S015,Civic Data Collaborative,Nonprofit,Internal Seed,2025-10-18,2025-10,FY26,158900,Not Funded,,0,2025-12-26,69,,
LP-2026-02170,R0071,Maya Bennett,Early Career,HSC,College of Health Sciences,S010,Global Health Foundation,Foundation,Research Project,2026-05-26,2026-05,FY26,190300,Awarded,AW2-2026-02170,154400,2026-08-31,97,2026-10-06,2027-10-06
LP-2026-02171,R0105,Leila Martin,Established,LAW,School of Law and Public Policy,S020,Northstar Analytics,Industry,Research Project,2026-07-18,2026-07,FY27,21200,Under Review,,0,,,,
LP-2025-02172,R0011,Maya Bennett,Early Career,SOC,College of Social Innovation,S002,Natural Sciences Research Council,Federal,Fellowship,2025-07-22,2025-07,FY26,164800,Not Funded,,0,2026-01-20,182,,
LP-2025-02173,R0007,Nadia Nguyen,Established,HSC,College of Health Sciences,S023,Internal Strategic Research Fund,Internal,Research Project,2025-07-14,2025-07,FY26,103900,Active,AW2-2025-02173,82800,2026-01-14,184,2026-02-13,2027-08-07
LP-2023-02174,R0051,Victor Singh,Established,SOC,College of Social Innovation,S024,Faculty Seed Grant Program,Internal,Training Grant,2023-12-27,2023-12,FY24,223600,Not Funded,,0,2024-05-15,140,,
LP-2025-02175,R0137,Zain Gupta,Established,LAW,School of Law and Public Policy,S004,Advanced Technology Agency,Federal,Internal Seed,2025-07-08,2025-07,FY26,149400,Awarded,AW2-2025-02175,102800,2025-11-28,143,2026-01-28,2028-01-28
LP-2024-02176,R0107,Zain Gupta,Early Career,SOC,College of Social Innovation,S022,Helix Medical Devices,Industry,Research Project,2024-09-25,2024-09,FY25,143800,Not Funded,,0,2024-10-30,35,,
LP-2025-02177,R0139,Jia Zhou,Established,SOC,College of Social Innovation,S006,Department of Public Health,Government,Research Project,2025-11-17,2025-11,FY26,1022800,Not Funded,,0,2026-02-18,93,,
LP-2026-02178,R0049,Jia Zhou,Senior,LAW,School of Law and Public Policy,S020,Northstar Analytics,Industry,Internal Seed,2026-07-24,2026-07,FY27,265900,Under Review,,0,,,,
LP-2026-02179,R0022,Chloe Chen,Senior,SCI,College of Science,S011,Community Wellbeing Trust,Foundation,Research Project,2026-06-22,2026-06,FY26,85700,Under Review,,0,,,,
LP-2026-02180,R0118,Lucas Haddad,Senior,SCI,College of Science,S013,Education Access Foundation,Foundation,Research Project,2026-03-03,2026-03,FY26,307800,Active,AW2-2026-02180,302300,2026-06-18,107,2026-08-30,2028-02-21
LP-2024-02181,R0138,Elena Patel,Early Career,ENG,College of Engineering,S001,National Health Research Council,Federal,Fellowship,2024-04-27,2024-04,FY24,38100,Closed,AW2-2024-02181,28700,2024-10-07,163,2024-11-29,2027-11-29
LP-2023-02182,R0124,Yara Lee,Established,HUM,College of Humanities,S007,Department of Energy and Climate,Government,Research Project,2023-10-27,2023-10,FY24,500100,Active,AW2-2023-02182,393900,2024-02-09,105,2024-03-30,2025-03-30
LP-2024-02183,R0144,Mei Tran,Early Career,ARC,College of Architecture and Design,S023,Internal Strategic Research Fund,Internal,Internal Seed,2024-08-27,2024-08,FY25,34500,Closed,AW2-2024-02183,21400,2025-01-31,157,2025-03-14,2026-09-05
LP-2024-02184,R0013,Arjun Thomas,Established,BUS,School of Business,S014,Biomedical Discovery Foundation,Foundation,Training Grant,2024-06-27,2024-06,FY24,42000,Not Funded,,0,2024-09-10,75,,
LP-2023-02185,R0038,Theo Yamamoto,Senior,SCI,College of Science,S020,Northstar Analytics,Industry,Research Project,2023-11-21,2023-11,FY24,107700,Closed,AW2-2023-02185,70700,2024-01-24,64,2024-02-05,2025-07-29
LP-2023-02186,R0089,Rafael Reyes,Established,LAW,School of Law and Public Policy,S012,Future Cities Foundation,Foundation,Training Grant,2023-04-04,2023-04,FY23,178600,Closed,AW2-2023-02186,128000,2023-06-12,69,2023-07-22,2026-07-21
LP-2024-02187,R0074,Gabriel Dubois,Established,ENG,College of Engineering,S012,Future Cities Foundation,Foundation,Equipment,2024-06-01,2024-06,FY24,90500,Not Funded,,0,2024-09-12,103,,
LP-2023-02188,R0123,Olivia Costa,Early Career,SOC,College of Social Innovation,S023,Internal Strategic Research Fund,Internal,Research Project,2023-01-17,2023-01,FY23,318600,Closed,AW2-2023-02188,279900,2023-07-22,186,2023-09-20,2026-09-19
LP-2026-02189,R0051,Victor Singh,Established,SOC,College of Social Innovation,S002,Natural Sciences Research Council,Federal,Research Project,2026-04-07,2026-04,FY26,87000,Under Review,,0,,,,
LP-2023-02190,R0148,Lucas Haddad,Established,HUM,College of Humanities,S012,Future Cities Foundation,Foundation,Training Grant,2023-03-03,2023-03,FY23,318800,Not Funded,,0,2023-06-25,114,,
LP-2026-02191,R0080,Noah Johnson,Established,ARC,College of Architecture and Design,S002,Natural Sciences Research Council,Federal,Research Project,2026-07-09,2026-07,FY27,35800,Withdrawn,,0,2026-08-31,53,,
LP-2025-02192,R0125,Daniel Walker,Established,BUS,School of Business,S005,National Science Foundation,Federal,Research Project,2025-06-07,2025-06,FY25,103700,Not Funded,,0,2025-10-25,140,,
LP-2026-02193,R0049,Jia Zhou,Senior,LAW,School of Law and Public Policy,S014,Biomedical Discovery Foundation,Foundation,Internal Seed,2026-05-22,2026-05,FY26,100800,Under Review,,0,,,,
LP-2026-02194,R0143,Isabelle Laurent,Early Career,HSC,College of Health Sciences,S019,Apex Biotechnologies,Industry,Training Grant,2026-04-01,2026-04,FY26,205200,Not Funded,,0,2026-07-06,96,,
LP-2023-02195,R0143,Isabelle Laurent,Early Career,HSC,College of Health Sciences,S002,Natural Sciences Research Council,Federal,Research Project,2023-03-12,2023-03,FY23,99500,Active,AW2-2023-02195,96700,2023-05-31,80,2023-06-28,2025-06-27
LP-2023-02196,R0044,Gabriel Dubois,Established,HUM,College of Humanities,S005,National Science Foundation,Federal,Training Grant,2023-09-14,2023-09,FY24,47700,Closed,AW2-2023-02196,46400,2024-03-15,183,2024-05-20,2026-05-20
LP-2025-02197,R0080,Noah Johnson,Established,ARC,College of Architecture and Design,S005,National Science Foundation,Federal,Research Project,2025-03-05,2025-03,FY25,48000,Not Funded,,0,2025-06-10,97,,
LP-2024-02198,R0139,Jia Zhou,Established,SOC,College of Social Innovation,S010,Global Health Foundation,Foundation,Training Grant,2024-08-17,2024-08,FY25,239800,Active,AW2-2024-02198,222900,2024-10-11,55,2024-11-16,2026-05-10
LP-2026-02199,R0146,Camille Mensah,Senior,ENG,College of Engineering,S012,Future Cities Foundation,Foundation,Research Project,2026-03-06,2026-03,FY26,78100,Active,AW2-2026-02199,64200,2026-06-06,92,2026-08-13,2028-02-04
LP-2023-02200,R0111,Victor Singh,Senior,HSC,College of Health Sciences,S009,Massachusetts Innovation Fund,Provincial/State,Training Grant,2023-04-22,2023-04,FY23,64400,Closed,AW2-2023-02200,57500,2023-08-29,129,2023-10-13,2025-10-12
LP-2024-02201,R0155,Daniel Walker,Early Career,SOC,College of Social Innovation,S022,Helix Medical Devices,Industry,Research Project,2024-03-15,2024-03,FY24,74500,Not Funded,,0,2024-07-25,132,,
LP-2025-02202,R0117,Grace Williams,Established,BUS,School of Business,S004,Advanced Technology Agency,Federal,Training Grant,2025-03-30,2025-03,FY25,106000,Awarded,AW2-2025-02202,104500,2025-08-28,151,2025-11-01,2027-11-01
LP-2023-02203,R0137,Zain Gupta,Established,LAW,School of Law and Public Policy,S014,Biomedical Discovery Foundation,Foundation,Internal Seed,2023-04-08,2023-04,FY23,94600,Not Funded,,0,2023-07-26,109,,
LP-2024-02204,R0099,Carlos Ito,Senior,SOC,College of Social Innovation,S003,Social Innovation Research Council,Federal,Internal Seed,2024-12-05,2024-12,FY25,22500,Active,AW2-2024-02204,18700,2025-04-04,120,2025-05-07,2026-10-29
LP-2026-02205,R0005,Daniel Walker,Early Career,BUS,School of Business,S025,Interdisciplinary Catalyst Fund,Internal,Research Project,2026-05-30,2026-05,FY26,533100,Active,AW2-2026-02205,498000,2026-08-31,93,2026-10-15,2028-10-14
LP-2024-02206,R0090,Amina Ahmed,Established,ENG,College of Engineering,S023,Internal Strategic Research Fund,Internal,Fellowship,2024-08-29,2024-08,FY25,223000,Withdrawn,,0,2024-12-22,115,,
LP-2025-02207,R0081,Victor Singh,Established,LAW,School of Law and Public Policy,S021,Vertex Mobility Systems,Industry,Research Project,2025-10-02,2025-10,FY26,106900,Active,AW2-2025-02207,74300,2026-01-12,102,2026-02-01,2027-07-26
LP-2025-02208,R0164,Gabriel Dubois,Senior,HUM,College of Humanities,S015,Civic Data Collaborative,Nonprofit,Research Project,2025-09-14,2025-09,FY26,53900,Active,AW2-2025-02208,46900,2026-01-12,120,2026-02-18,2027-08-12
LP-2023-02209,R0109,Jia Zhou,Established,BUS,School of Business,S022,Helix Medical Devices,Industry,Research Project,2023-06-09,2023-06,FY23,120200,Not Funded,,0,2023-08-05,57,,
LP-2026-02210,R0017,Zain Gupta,Established,LAW,School of Law and Public Policy,S022,Helix Medical Devices,Industry,Research Project,2026-05-23,2026-05,FY26,306100,Active,AW2-2026-02210,270200,2026-08-28,97,2026-10-06,2027-10-06
LP-2025-02211,R0055,Sofia Evans,Early Career,HSC,College of Health Sciences,S019,Apex Biotechnologies,Industry,Research Project,2025-08-28,2025-08,FY26,173000,Not Funded,,0,2025-10-06,39,,
LP-2023-02212,R0088,Lucas Haddad,Early Career,ARC,College of Architecture and Design,S006,Department of Public Health,Government,Research Project,2023-10-31,2023-10,FY24,45900,Active,AW2-2023-02212,31700,2024-04-12,164,2024-05-08,2025-05-08
LP-2026-02213,R0060,Amina Ahmed,Established,HUM,College of Humanities,S019,Apex Biotechnologies,Industry,Research Project,2026-02-21,2026-02,FY26,45800,Active,AW2-2026-02213,43400,2026-05-31,99,2026-06-24,2027-12-16
LP-2024-02214,R0169,Jia Zhou,Established,LAW,School of Law and Public Policy,S003,Social Innovation Research Council,Federal,Equipment,2024-11-13,2024-11,FY25,197500,Active,AW2-2024-02214,157900,2025-02-24,103,2025-04-20,2026-04-20
LP-2023-02215,R0118,Lucas Haddad,Senior,SCI,College of Science,S015,Civic Data Collaborative,Nonprofit,Training Grant,2023-12-25,2023-12,FY24,374400,Closed,AW2-2023-02215,363800,2024-06-08,166,2024-06-26,2026-06-26
LP-2024-02216,R0025,Sofia Evans,Early Career,LAW,School of Law and Public Policy,S010,Global Health Foundation,Foundation,Internal Seed,2024-06-20,2024-06,FY24,95200,Not Funded,,0,2024-10-31,133,,
LP-2023-02217,R0052,Chloe Chen,Senior,HUM,College of Humanities,S010,Global Health Foundation,Foundation,Internal Seed,2023-01-27,2023-01,FY23,31500,Not Funded,,0,2023-07-10,164,,
LP-2025-02218,R0115,Sofia Evans,Early Career,SOC,College of Social Innovation,S017,International Research Consortium,International,Training Grant,2025-03-30,2025-03,FY25,315900,Active,AW2-2025-02218,223200,2025-08-04,127,2025-09-13,2028-09-12
LP-2025-02219,R0141,Victor Singh,Senior,BUS,School of Business,S012,Future Cities Foundation,Foundation,Research Project,2025-02-04,2025-02,FY25,58100,Not Funded,,0,2025-04-04,59,,
LP-2025-02220,R0062,Jonah Smith,Senior,SCI,College of Science,S012,Future Cities Foundation,Foundation,Research Project,2025-11-25,2025-11,FY26,143500,Active,AW2-2025-02220,140700,2026-03-27,122,2026-05-18,2028-05-17
LP-2025-02221,R0074,Gabriel Dubois,Established,ENG,College of Engineering,S017,International Research Consortium,International,Research Project,2025-03-20,2025-03,FY25,177500,Awarded,AW2-2025-02221,159900,2025-07-20,122,2025-09-22,2028-09-21
LP-2024-02222,R0044,Gabriel Dubois,Established,HUM,College of Humanities,S012,Future Cities Foundation,Foundation,Research Project,2024-10-24,2024-10,FY25,200800,Awarded,AW2-2024-02222,140900,2025-03-21,148,2025-05-17,2026-05-17
LP-2023-02223,R0128,Theo Yamamoto,Established,ARC,College of Architecture and Design,S014,Biomedical Discovery Foundation,Foundation,Research Project,2023-01-23,2023-01,FY23,140100,Not Funded,,0,2023-03-29,65,,
LP-2023-02224,R0020,Noah Johnson,Senior,HUM,College of Humanities,S015,Civic Data Collaborative,Nonprofit,Internal Seed,2023-04-04,2023-04,FY23,40600,Closed,AW2-2023-02224,28000,2023-09-02,151,2023-10-24,2026-10-23
LP-2026-02225,R0130,Hana Roy,Senior,ENG,College of Engineering,S022,Helix Medical Devices,Industry,Training Grant,2026-07-09,2026-07,FY27,21100,Active,AW2-2026-02225,16100,2026-08-31,53,2026-10-01,2029-09-30
LP-2024-02226,R0078,Elena Patel,Senior,SCI,College of Science,S012,Future Cities Foundation,Foundation,Research Project,2024-11-24,2024-11,FY25,302400,Not Funded,,0,2025-04-22,149,,
LP-2024-02227,R0098,Theo Yamamoto,Early Career,ENG,College of Engineering,S012,Future Cities Foundation,Foundation,Research Project,2024-01-05,2024-01,FY24,157200,Not Funded,,0,2024-04-19,105,,
LP-2023-02228,R0020,Noah Johnson,Senior,HUM,College of Humanities,S006,Department of Public Health,Government,Training Grant,2023-04-10,2023-04,FY23,134000,Not Funded,,0,2023-08-04,116,,
LP-2024-02229,R0077,Zain Gupta,Established,BUS,School of Business,S007,Department of Energy and Climate,Government,Internal Seed,2024-02-08,2024-02,FY24,23500,Not Funded,,0,2024-04-21,73,,
LP-2026-02230,R0001,Fatima Khan,Senior,LAW,School of Law and Public Policy,S005,National Science Foundation,Federal,Research Project,2026-05-12,2026-05,FY26,38700,Active,AW2-2026-02230,35600,2026-08-31,111,2026-11-08,2027-11-08
LP-2026-02231,R0079,Jia Zhou,Established,HSC,College of Health Sciences,S007,Department of Energy and Climate,Government,Internal Seed,2026-05-12,2026-05,FY26,44100,Under Review,,0,,,,
LP-2024-02232,R0152,Jonah Smith,Early Career,ARC,College of Architecture and Design,S015,Civic Data Collaborative,Nonprofit,Research Project,2024-08-25,2024-08,FY25,142400,Active,AW2-2024-02232,107800,2024-10-10,46,2024-12-05,2025-12-05
LP-2025-02233,R0172,Chloe Chen,Early Career,HUM,College of Humanities,S003,Social Innovation Research Council,Federal,Equipment,2025-11-27,2025-11,FY26,89100,Not Funded,,0,2026-02-11,76,,
LP-2024-02234,R0091,Fatima Khan,Early Career,SOC,College of Social Innovation,S011,Community Wellbeing Trust,Foundation,Research Project,2024-08-11,2024-08,FY25,130800,Not Funded,,0,2024-11-01,82,,
LP-2025-02235,R0066,Jamal Garcia,Established,ENG,College of Engineering,S001,National Health Research Council,Federal,Research Project,2025-12-12,2025-12,FY26,381100,Active,AW2-2025-02235,294100,2026-01-28,47,2026-04-01,2027-09-23
LP-2025-02236,R0075,Leila Martin,Established,SOC,College of Social Innovation,S016,Urban Resilience Network,Nonprofit,Research Project,2025-06-26,2025-06,FY25,24700,Awarded,AW2-2025-02236,23300,2025-12-23,180,2026-01-18,2027-01-18
LP-2024-02237,R0106,Priya Wang,Early Career,ENG,College of Engineering,S001,National Health Research Council,Federal,Fellowship,2024-06-18,2024-06,FY24,130000,Not Funded,,0,2024-10-29,133,,
LP-2025-02238,R0162,Samira Kim,Established,ENG,College of Engineering,S010,Global Health Foundation,Foundation,Training Grant,2025-12-18,2025-12,FY26,335200,Not Funded,,0,2026-04-09,112,,
LP-2026-02239,R0050,Noah Johnson,Senior,ENG,College of Engineering,S023,Internal Strategic Research Fund,Internal,Research Project,2026-03-13,2026-03,FY26,98000,Not Funded,,0,2026-07-14,123,,
LP-2025-02240,R0046,Priya Wang,Senior,SCI,College of Science,S003,Social Innovation Research Council,Federal,Internal Seed,2025-08-08,2025-08,FY26,166500,Withdrawn,,0,2025-11-17,101,,
LP-2025-02241,R0121,Fatima Khan,Early Career,LAW,School of Law and Public Policy,S002,Natural Sciences Research Council,Federal,Research Project,2025-09-28,2025-09,FY26,239000,Not Funded,,0,2026-01-29,123,,
LP-2023-02242,R0166,Priya Wang,Senior,SCI,College of Science,S007,Department of Energy and Climate,Government,Research Project,2023-09-03,2023-09,FY24,146300,Closed,AW2-2023-02242,95300,2023-11-03,61,2023-11-30,2024-11-29
LP-2023-02243,R0113,Isabelle Laurent,Established,LAW,School of Law and Public Policy,S009,Massachusetts Innovation Fund,Provincial/State,Research Project,2023-04-24,2023-04,FY23,133900,Closed,AW2-2023-02243,117400,2023-10-26,185,2023-12-02,2026-12-01
LP-2024-02244,R0116,Camille Mensah,Early Career,HUM,College of Humanities,S005,National Science Foundation,Federal,Research Project,2024-03-09,2024-03,FY24,146900,Closed,AW2-2024-02244,134600,2024-08-16,160,2024-10-06,2026-03-30
LP-2023-02245,R0140,Noah Johnson,Early Career,HUM,College of Humanities,S007,Department of Energy and Climate,Government,Research Project,2023-09-07,2023-09,FY24,527500,Active,AW2-2023-02245,490300,2024-01-02,117,2024-02-14,2025-02-13
LP-2025-02246,R0099,Carlos Ito,Senior,SOC,College of Social Innovation,S008,Ontario Research Fund,Provincial/State,Research Project,2025-06-23,2025-06,FY25,48400,Active,AW2-2025-02246,40400,2025-08-07,45,2025-08-17,2027-08-17
LP-2023-02247,R0089,Rafael Reyes,Established,LAW,School of Law and Public Policy,S004,Advanced Technology Agency,Federal,Research Project,2023-11-25,2023-11,FY24,41100,Not Funded,,0,2024-04-27,154,,
LP-2023-02248,R0039,Carlos Ito,Senior,HSC,College of Health Sciences,S015,Civic Data Collaborative,Nonprofit,Internal Seed,2023-05-29,2023-05,FY23,104500,Not Funded,,0,2023-11-17,172,,
LP-2024-02249,R0166,Priya Wang,Senior,SCI,College of Science,S018,Global Development Partnership,International,Research Project,2024-08-17,2024-08,FY25,59600,Closed,AW2-2024-02249,44600,2024-12-18,123,2025-01-10,2027-01-10
LP-2023-02250,R0054,Mei Tran,Established,SCI,College of Science,S023,Internal Strategic Research Fund,Internal,Internal Seed,2023-01-04,2023-01,FY23,83600,Active,AW2-2023-02250,53800,2023-03-26,81,2023-05-02,2024-10-23
LP-2025-02251,R0168,Elena Patel,Early Career,ARC,College of Architecture and Design,S002,Natural Sciences Research Council,Federal,Equipment,2025-04-18,2025-04,FY25,25700,Active,AW2-2025-02251,22500,2025-10-22,187,2025-12-19,2026-12-19
LP-2024-02252,R0012,Samira Kim,Early Career,HUM,College of Humanities,S017,International Research Consortium,International,Equipment,2024-04-22,2024-04,FY24,187400,Active,AW2-2024-02252,128300,2024-06-20,59,2024-08-24,2027-08-24
LP-2025-02253,R0015,Leila Martin,Early Career,HSC,College of Health Sciences,S002,Natural Sciences Research Council,Federal,Internal Seed,2025-09-05,2025-09,FY26,293500,Active,AW2-2025-02253,256300,2026-03-04,180,2026-04-19,2029-04-18
LP-2023-02254,R0153,Olivia Costa,Senior,LAW,School of Law and Public Policy,S003,Social Innovation Research Council,Federal,Research Project,2023-12-16,2023-12,FY24,1344100,Not Funded,,0,2024-04-06,112,,
LP-2024-02255,R0136,Priya Wang,Senior,ARC,College of Architecture and Design,S023,Internal Strategic Research Fund,Internal,Research Project,2024-10-17,2024-10,FY25,145200,Not Funded,,0,2024-12-23,67,,
LP-2023-02256,R0093,Olivia Costa,Early Career,BUS,School of Business,S025,Interdisciplinary Catalyst Fund,Internal,Research Project,2023-05-06,2023-05,FY23,120500,Not Funded,,0,2023-07-31,86,,
LP-2025-02257,R0108,Elena Patel,Established,HUM,College of Humanities,S006,Department of Public Health,Government,Research Project,2025-05-06,2025-05,FY25,160100,Active,AW2-2025-02257,145100,2025-08-21,107,2025-10-31,2028-10-30
LP-2026-02258,R0140,Noah Johnson,Early Career,HUM,College of Humanities,S010,Global Health Foundation,Foundation,Research Project,2026-05-23,2026-05,FY26,146600,Active,AW2-2026-02258,98100,2026-08-31,100,2026-09-17,2028-03-10
LP-2025-02259,R0013,Arjun Thomas,Established,BUS,School of Business,S025,Interdisciplinary Catalyst Fund,Internal,Fellowship,2025-05-11,2025-05,FY25,337900,Active,AW2-2025-02259,301500,2025-11-13,186,2025-12-30,2028-12-29
LP-2024-02260,R0077,Zain Gupta,Established,BUS,School of Business,S025,Interdisciplinary Catalyst Fund,Internal,Research Project,2024-07-09,2024-07,FY25,119000,Not Funded,,0,2024-12-02,146,,
LP-2024-02261,R0103,Arjun Thomas,Established,HSC,College of Health Sciences,S002,Natural Sciences Research Council,Federal,Research Project,2024-12-19,2024-12,FY25,40100,Active,AW2-2024-02261,38900,2025-02-17,60,2025-03-04,2027-03-04
LP-2026-02262,R0014,Gabriel Dubois,Established,SCI,College of Science,S002,Natural Sciences Research Council,Federal,Research Project,2026-04-25,2026-04,FY26,151000,Not Funded,,0,2026-08-31,128,,
LP-2024-02263,R0110,Noah Johnson,Early Career,SCI,College of Science,S012,Future Cities Foundation,Foundation,Research Project,2024-01-30,2024-01,FY24,60000,Not Funded,,0,2024-06-28,150,,
LP-2023-02264,R0095,Daniel Walker,Early Career,HSC,College of Health Sciences,S003,Social Innovation Research Council,Federal,Research Project,2023-06-03,2023-06,FY23,67800,Active,AW2-2023-02264,54200,2023-10-09,128,2023-12-07,2024-12-06
LP-2024-02265,R0068,Theo Yamamoto,Established,HUM,College of Humanities,S013,Education Access Foundation,Foundation,Research Project,2024-09-16,2024-09,FY25,248900,Not Funded,,0,2024-11-07,52,,
LP-2024-02266,R0156,Jamal Garcia,Established,HUM,College of Humanities,S012,Future Cities Foundation,Foundation,Training Grant,2024-03-25,2024-03,FY24,108700,Not Funded,,0,2024-08-19,147,,
LP-2024-02267,R0176,Camille Mensah,Early Career,ARC,College of Architecture and Design,S007,Department of Energy and Climate,Government,Research Project,2024-12-28,2024-12,FY25,89900,Not Funded,,0,2025-05-31,154,,
LP-2025-02268,R0070,Hana Roy,Established,SCI,College of Science,S010,Global Health Foundation,Foundation,Research Project,2025-05-08,2025-05,FY25,97700,Closed,AW2-2025-02268,91100,2025-10-07,152,2025-10-25,2027-10-25
LP-2024-02269,R0091,Fatima Khan,Early Career,SOC,College of Social Innovation,S013,Education Access Foundation,Foundation,Fellowship,2024-04-26,2024-04,FY24,207200,Closed,AW2-2024-02269,182300,2024-06-05,40,2024-07-26,2026-01-17
LP-2025-02270,R0109,Jia Zhou,Established,BUS,School of Business,S008,Ontario Research Fund,Provincial/State,Equipment,2025-05-28,2025-05,FY25,137000,Not Funded,,0,2025-07-02,35,,
LP-2026-02271,R0160,Hana Roy,Established,ARC,College of Architecture and Design,S002,Natural Sciences Research Council,Federal,Research Project,2026-06-21,2026-06,FY26,171600,Not Funded,,0,2026-08-31,71,,
LP-2025-02272,R0007,Nadia Nguyen,Established,HSC,College of Health Sciences,S017,International Research Consortium,International,Research Project,2025-02-11,2025-02,FY25,48800,Not Funded,,0,2025-06-08,117,,
LP-2023-02273,R0108,Elena Patel,Established,HUM,College of Humanities,S005,National Science Foundation,Federal,Research Project,2023-02-23,2023-02,FY23,246000,Not Funded,,0,2023-06-13,110,,
LP-2023-02274,R0039,Carlos Ito,Senior,HSC,College of Health Sciences,S018,Global Development Partnership,International,Equipment,2023-11-23,2023-11,FY24,32900,Not Funded,,0,2024-01-07,45,,
LP-2025-02275,R0068,Theo Yamamoto,Established,HUM,College of Humanities,S006,Department of Public Health,Government,Research Project,2025-09-20,2025-09,FY26,193500,Awarded,AW2-2025-02275,173800,2025-11-28,69,2025-12-13,2026-12-13
LP-2025-02276,R0048,Elena Patel,Early Career,ARC,College of Architecture and Design,S024,Faculty Seed Grant Program,Internal,Research Project,2025-01-14,2025-01,FY25,116400,Not Funded,,0,2025-06-22,159,,
LP-2025-02277,R0141,Victor Singh,Senior,BUS,School of Business,S023,Internal Strategic Research Fund,Internal,Research Project,2025-04-07,2025-04,FY25,52700,Not Funded,,0,2025-08-13,128,,
LP-2024-02278,R0067,Nadia Nguyen,Senior,SOC,College of Social Innovation,S013,Education Access Foundation,Foundation,Fellowship,2024-04-13,2024-04,FY24,263900,Closed,AW2-2024-02278,215300,2024-08-12,121,2024-10-15,2025-10-15
LP-2025-02279,R0078,Elena Patel,Senior,SCI,College of Science,S014,Biomedical Discovery Foundation,Foundation,Fellowship,2025-08-01,2025-08,FY26,52900,Not Funded,,0,2026-01-25,177,,
LP-2026-02280,R0158,Theo Yamamoto,Established,SCI,College of Science,S016,Urban Resilience Network,Nonprofit,Fellowship,2026-05-26,2026-05,FY26,54600,Under Review,,0,,,,
LP-2026-02281,R0077,Zain Gupta,Established,BUS,School of Business,S004,Advanced Technology Agency,Federal,Research Project,2026-06-07,2026-06,FY26,46700,Active,AW2-2026-02281,41900,2026-08-17,71,2026-09-23,2028-09-22
LP-2024-02282,R0081,Victor Singh,Established,LAW,School of Law and Public Policy,S024,Faculty Seed Grant Program,Internal,Research Project,2024-10-21,2024-10,FY25,94300,Not Funded,,0,2025-01-17,88,,
LP-2025-02283,R0148,Lucas Haddad,Established,HUM,College of Humanities,S025,Interdisciplinary Catalyst Fund,Internal,Research Project,2025-09-19,2025-09,FY26,720600,Active,AW2-2025-02283,545400,2025-10-29,40,2025-12-10,2028-12-09
LP-2025-02284,R0075,Leila Martin,Established,SOC,College of Social Innovation,S007,Department of Energy and Climate,Government,Research Project,2025-12-26,2025-12,FY26,26100,Active,AW2-2025-02284,23000,2026-02-21,57,2026-04-16,2029-04-15
LP-2025-02285,R0122,Jonah Smith,Established,ENG,College of Engineering,S017,International Research Consortium,International,Research Project,2025-08-07,2025-08,FY26,91300,Not Funded,,0,2026-01-12,158,,
